delivery_id,prediction
39559,2390.8806
210792,2737.2837
114490,2536.867
102883,2250.3513
169126,2298.3577
107458,2496.665
11700,1805.9579
150195,2313.9597
144621,2962.968
23370,2306.4329
65069,2961.461
161216,2400.8738
205787,2551.826
67034,2276.2507
27132,2059.7947
159340,2373.3826
23909,2518.7405
103640,2354.1533
18684,2652.6694
123503,2416.0913
215699,2039.3654
38743,2746.7424
176092,2815.01
128120,3164.5662
156578,2525.0657
209009,2775.5322
187370,2297.0984
75323,2748.7825
52973,2075.5999
29650,2807.639
179356,2294.5066
178608,2078.2976
207917,2172.0645
188547,1949.7404
166420,2400.0964
185832,2130.2368
210556,2331.1108
40504,1804.4513
133183,2675.7983
137330,2341.699
19965,3019.1558
250804,1902.434
138734,2342.6506
194668,1917.7764
155801,2330.8572
107580,2702.881
154422,2019.6415
183822,1774.1166
163290,2420.1575
217400,2554.592
120970,2467.3298
65203,2283.9211
137196,2079.8032
219945,2132.3694
55899,1957.2219
150837,2652.4836
108775,2381.904
59364,3129.7043
17118,2671.4673
236470,1924.6366
189188,2011.6604
140565,2069.324
101699,2184.702
11405,2294.7058
219240,2218.613
140545,1908.6174
128509,2279.11
245158,2177.2983
78399,1550.7344
123755,2083.4773
129145,2247.4587
159810,2127.8367
136485,2300.0615
53416,1758.7574
170020,2358.2
179958,1799.5214
108585,1943.4132
82416,2431.1123
200750,2511.8044
248706,2923.1177
31344,2121.5525
176655,2207.4207
82150,2259.5588
179169,2531.111
197725,2078.5676
214504,2003.2738
193705,2087.1365
121110,1640.0454
142674,2303.8909
211752,1605.9446
12305,2002.1576
130027,2852.7766
61821,2475.2695
36190,2164.6294
61634,2110.8662
69864,2527.8347
56565,2341.6643
110424,2292.546
178376,2473.466
87462,2493.6199
23629,2533.7678
58621,1918.0626
209790,1652.1564
241239,1851.4882
189859,2295.8367
48243,2025.6517
9561,1596.8538
116257,1828.6385
19783,1771.4043
232532,1494.929
103779,1877.7721
83907,2183.3362
94611,1763.9379
202607,2315.6838
162638,1890.2577
86212,2296.025
98445,2504.0686
217780,2134.3767
42721,2190.113
91240,2833.4226
100348,1939.7711
241228,2086.343
136678,2076.1702
27892,1752.7389
208930,2201.7952
12431,2860.203
96382,1640.3529
185251,1576.5397
77349,2216.275
120291,2479.162
117404,2668.3948
93740,2140.5198
141359,2322.855
151045,1964.969
46182,1932.4032
135758,2069.8176
220438,2332.3499
59811,2089.7415
241229,2126.986
122103,1857.0751
59124,1870.3588
221087,2095.581
237414,2768.1648
224423,2046.3177
24633,1798.7714
172377,2125.3113
241250,2787.9236
151448,1704.7311
176434,1899.0813
193411,2291.8499
127027,1994.1678
48990,2502.723
85557,1739.0956
53862,3966.1282
35862,2412.8787
188384,2607.1304
191851,2076.0593
147745,2178.3755
12860,2298.3127
157442,1813.2025
230223,2067.1902
21927,3200.7993
103540,2121.3396
193208,2076.8557
239922,1887.0902
143801,1938.8893
207489,1993.5775
6473,2198.1672
136591,2020.3168
135971,2178.41
222777,2009.1827
198316,1568.8619
189341,2228.8542
152892,2043.5492
250785,1991.4454
240055,2171.742
92408,1715.0602
40677,1782.4618
163281,2363.0444
115945,1853.4901
94118,1853.8639
134074,2373.528
25299,2124.6362
53356,1487.3146
250444,2147.6033
195890,2237.7185
188668,2628.9558
212598,1786.8038
102668,2809.4016
189764,2109.4082
244553,3064.7383
204446,2017.4493
111800,2019.3663
160579,2170.0784
194443,1852.4038
59646,2399.6348
66319,1900.3834
139928,2234.3079
248842,2386.5671
211824,1931.0585
27482,2634.7556
171183,2191.0898
103892,2221.5828
222299,1875.5438
244010,1881.0518
136916,2383.5764
55833,1579.4243
8758,2535.6848
158618,2047.8414
136519,2023.8983
171698,2199.1477
240789,1643.3721
157201,2183.3958
152688,2514.7288
137620,2257.9797
197260,2027.002
124128,1782.1527
140202,2508.7112
118753,2054.2058
181270,1803.6117
167801,2385.2336
182382,2095.3516
235342,2108.5688
152904,2176.3914
35272,2100.989
206932,2420.391
16819,4073.0637
194357,2165.5034
94719,2293.9138
4929,2438.9465
64916,2067.5352
236931,2073.794
54168,2265.2788
106837,2708.3264
127746,2569.4617
21005,2594.5583
188234,2017.3357
82056,2125.1726
53024,2318.8184
205370,2191.177
168149,1980.0881
161822,2713.7417
143452,2420.068
137104,2351.8142
212186,2174.4607
238432,2392.9868
20070,2638.4065
177731,3041.3313
70438,2117.735
203889,2790.117
224579,1946.5964
101219,2708.691
32270,1877.1249
87848,2554.4883
19441,2004.8374
75916,2580.7847
18620,2109.9167
184259,1938.6124
8303,2232.807
214187,1988.9886
246158,2462.365
177177,1946.7694
218619,2658.2463
53379,2258.9915
7886,2283.4153
121150,2561.459
102023,2334.8792
118219,2062.487
72829,2344.0647
247531,2151.6804
96588,2182.4067
39375,3261.6772
52216,2372.9546
168618,1845.3834
39706,2631.8796
164276,2454.9382
53259,2794.498
217804,3096.376
89410,2194.944
158044,2605.9988
56055,2387.322
41749,3080.2617
105025,2556.5784
29873,2405.8032
6063,2423.071
163196,2631.7288
34762,3347.0654
118310,2127.7722
5501,2762.2
55113,2608.9255
135783,2346.5942
214894,2778.0193
210755,2745.4133
205745,3216.0479
71193,2311.5461
2293,2654.6145
136901,2448.527
207828,2725.451
228620,2192.0164
145958,2659.259
97051,2318.759
105858,2295.9744
85860,3073.8691
136380,3315.4456
9374,2161.1335
50007,2483.3962
48288,2261.4907
119024,3309.239
9950,2577.0762
117223,2758.1223
211792,2684.5793
190021,2441.6655
56638,2942.701
170417,2660.6348
24309,2475.659
139891,2345.706
51252,3056.2966
154770,2937.258
182617,2155.1692
61894,2962.294
161716,2878.2537
139177,2558.9514
40774,3318.3008
237575,2358.612
152967,2612.7986
100142,2450.0115
176333,2402.4075
10534,2295.01
143332,2136.7961
122453,2444.9412
97867,2438.6926
123259,2894.432
54060,2158.467
250937,1974.9906
102918,2299.7341
131281,2285.3499
197896,2420.484
233993,2654.902
187108,2811.5505
153760,2033.379
199786,2525.8684
65384,2334.4675
239205,3152.4453
163246,2685.6184
225615,2311.515
216414,1929.1085
121876,2029.2634
75206,1840.9777
44419,2663.9587
219929,3605.179
220161,2515.7073
223443,3119.022
76801,2299.2937
7034,2323.8777
138070,2728.2034
51255,2582.9202
15219,3542.796
42670,2300.8813
41544,2830.9504
151277,2890.506
167100,2755.0046
14738,3580.0835
21520,2957.4539
106737,2663.49
183776,2662.781
177760,2015.6766
28012,2638.0994
212135,2969.882
232032,2552.1128
162855,2003.3353
54702,2880.0044
244644,1955.0082
195859,2395.279
44899,2439.7856
95857,3712.4731
195567,2546.3484
245760,2961.8948
161778,2891.7034
115087,2765.6091
2007,3060.0093
211677,2798.6846
228146,2485.2356
207990,2710.2097
44137,2533.4587
143519,2648.4734
87369,2617.2034
248593,3101.4756
77865,2167.086
206253,3865.3381
180202,3915.5425
118936,2265.243
132441,2905.8389
99599,2210.658
99999,3060.8928
36550,2665.8318
212923,2405.835
51958,1838.4551
3700,2267.5945
44754,2588.9695
233005,2002.3036
236501,3322.696
190945,2423.542
180671,2513.0786
126786,2285.7463
173967,2128.0762
154879,2330.6282
108667,2703.6653
51072,2770.7927
65398,2754.0232
183992,2690.7542
127029,3153.4084
189356,2200.242
215318,2463.741
173908,2562.5127
77554,3648.3525
230228,2124.0676
74875,2189.9683
223702,2203.34
182988,2081.4543
220191,2117.1296
165169,2028.6019
169529,2304.58
112225,2376.8972
248855,2862.8752
154581,2194.1084
213300,2556.976
152425,2494.2332
28197,2368.5115
83074,2634.1143
18466,2384.122
99700,2299.5242
236174,3393.8694
147749,2030.5482
119641,2505.2405
192443,2497.1174
204436,2988.9639
218918,2872.4722
134852,2327.317
205741,2419.3342
13610,2338.9785
6456,1955.6337
35888,2804.3965
77056,2471.179
159842,2933.7131
149249,2216.8684
189524,2085.2622
220658,2746.902
101243,2262.679
130162,2040.7999
122821,2842.5957
114279,3243.2002
68986,1972.1002
144978,2721.7307
64031,3123.6953
113474,3018.6467
225145,2042.7174
68475,2473.211
174680,2436.5754
14093,1559.318
98193,2150.3743
199654,2424.056
44575,2789.3545
239200,2150.8474
93918,2701.5227
232451,2510.1772
154671,2332.0178
35632,2752.383
163735,1794.7145
234762,2433.3757
156132,3120.3206
106113,2564.0583
11761,2446.7983
204183,2556.6897
65858,3139.759
133585,2184.4036
217652,2378.8848
80321,1964.2279
139617,2214.138
129695,2112.5312
119818,2736.534
29977,2521.0583
226271,1987.5815
24625,2010.3856
130421,2714.2576
229867,2486.8657
63624,2352.7656
157444,2099.8442
105657,2712.6252
218500,2847.0862
24396,2007.0492
9548,2005.5763
144691,2389.3274
67854,2522.1653
110263,2374.8147
180819,2160.7253
109240,3120.5447
194286,3477.7454
201735,2075.0647
157033,2083.5076
4924,2380.2007
184866,2739.4216
238880,2497.2444
15596,2027.9558
225668,3269.901
223914,2604.3933
227540,1920.8842
39178,3361.261
62685,2226.2668
79627,2845.9417
131191,3138.064
145298,2245.9336
240945,2200.6248
226427,3419.027
165390,2542.225
208801,2158.8877
15032,2874.6199
175927,2009.5265
234816,2438.637
113508,2664.0022
56831,3041.602
237318,2369.1882
227905,3230.3271
57230,2053.3804
147182,2823.2258
28036,3076.384
13206,2306.0803
211091,2955.0667
88159,2263.7495
223430,2313.8538
224528,2223.475
248478,2575.0764
159281,2419.9119
36305,2306.7893
142871,2164.0881
229777,2978.069
107895,2908.0447
144172,2944.7766
187649,3641.3071
131666,3042.8792
241503,2474.2766
249517,2587.2405
12495,2591.119
67797,3356.6409
181781,2273.395
55440,2932.3074
131029,2455.2925
83563,2357.0925
50852,2566.6472
91538,2142.4875
22899,2275.1685
50705,2252.3118
223480,2647.892
215113,2508.3015
194971,2925.6663
5583,2143.052
220960,2302.6985
89275,2507.5396
116758,2068.1946
230992,2412.331
97102,1972.4818
77418,2857.7205
62364,2380.517
110146,2911.7717
100986,2018.8275
128389,2528.2412
105107,1979.2262
197784,2612.4946
68358,2129.6335
217233,1718.7201
158774,3532.9392
135314,2733.8752
110742,2965.6482
89747,2789.4163
88314,2025.9927
115695,2014.5645
51610,2996.3796
24604,2185.56
113981,2767.0447
67234,2251.2585
118523,2298.4495
140158,2798.6438
71178,2924.5676
174076,2170.7048
49611,1715.4337
115169,2133.9104
97054,2937.0383
202619,2074.262
106600,2395.1497
194985,3185.1985
226459,2990.2407
156340,3648.8982
153910,2088.4348
49477,2671.2786
85976,2109.6833
17930,2409.9807
249705,2017.0563
91514,2685.8745
130550,2354.0835
39280,2294.7693
112720,2513.953
186480,2269.091
17284,2169.3718
18761,3564.7842
243593,1981.552
203422,2720.8547
182936,2445.7551
91050,2437.5754
168787,2337.05
204110,2026.2311
66818,2385.372
26336,3154.7615
96455,2363.7087
20011,2122.0193
96942,2624.627
19892,2400.4136
15013,3142.5603
93935,2415.611
82629,2487.8413
135614,2476.595
40764,2756.9192
179991,2657.4014
243722,2029.0919
108145,2019.9763
134544,2707.8013
175700,2083.9749
214607,2823.8826
155203,2197.4485
79273,2788.4866
62989,1831.233
101732,2990.9016
62210,2188.319
3966,2263.4907
185517,2224.5205
38561,2649.5044
225211,2510.2043
186318,3234.1663
215811,2606.8364
171615,3067.846
191285,2597.5188
54548,2847.4023
170813,2600.4612
41833,1917.0438
55336,2053.5022
40707,2431.7507
232948,2414.4802
239002,2303.2188
187400,2537.1687
240602,2979.368
209091,2760.2415
37653,2467.151
246155,2620.445
112903,2512.0193
224321,2969.7834
69683,3133.0354
189933,3267.339
81607,2081.24
244294,3029.3025
235813,2068.2004
22004,2723.269
71674,1938.2748
106578,2622.5608
197634,2640.6028
192710,2662.214
55998,3232.6487
142333,2445.2195
100770,2601.6472
146585,2705.3674
219157,2956.3303
5649,3336.203
176255,2419.0896
140699,2913.8186
141763,2626.1086
137040,2171.4773
61747,3441.2654
114168,2163.6184
37780,2212.6106
185370,3544.535
29557,2759.7737
131113,2461.3884
79174,2343.327
47285,3109.5208
54451,2129.3472
113573,2442.6274
219190,3246.3916
135331,2475.3337
56569,2413.095
147708,2027.9645
235122,2142.1228
125132,2330.4124
154456,2018.1836
177647,3047.2932
74287,2976.5457
225225,1884.9928
20386,3046.9158
153766,2511.3506
227633,2519.1643
115680,2332.5532
214373,3168.7434
45423,3623.8997
125328,2381.7026
213149,2346.7664
216657,2471.7615
91776,2295.257
216021,2135.0286
218157,2185.2676
207112,1756.4813
172389,2436.5996
33397,3811.922
1745,2216.4502
249602,2698.551
36391,2465.9807
20017,2559.8445
118568,3043.5916
13042,2678.0266
165532,2699.68
128228,3202.362
23359,1786.0487
503,2207.7026
2923,2017.5822
114828,2720.395
30014,2221.5637
28126,3135.3838
196361,2409.6304
207220,2839.7883
146129,2120.8901
238376,2619.161
102650,2384.737
199395,3129.1995
63768,1638.567
205226,2523.7454
46988,2764.0696
181903,2848.602
189474,2357.1082
10570,2509.1067
12421,2586.6843
242768,1823.8695
101550,2503.4377
216810,2744.8196
92124,2731.7515
141516,2232.3623
203178,2715.9316
122501,2050.7263
137335,2586.339
137738,2774.8977
153620,2484.9368
181976,3202.9204
5465,1895.9286
227784,2223.2097
27453,2254.384
184928,3253.1833
30475,3456.3762
246870,2948.4807
205165,1988.5743
68086,1997.193
176879,2364.9214
246900,1815.1101
125998,2568.141
190741,2584.6858
159938,2830.4573
32222,3062.9438
240228,2411.5457
81268,2635.5623
224954,4493.6074
37177,2180.5916
195608,3158.2322
74986,2968.0342
241757,2684.0056
64051,2885.223
240864,2370.4849
5876,3603.8303
3773,2261.8923
55900,2407.0808
222092,2788.7925
237389,3390.0632
144015,3573.6467
185015,2092.4895
193510,2240.7861
188026,2119.6646
34443,2496.6707
208232,2961.075
178022,2690.5442
57998,2172.7124
140156,2767.7332
177279,2454.765
152422,2919.7317
127095,2716.2302
134439,2971.6172
159581,2154.219
192599,3675.613
243539,3022.5579
244269,2488.3435
127244,2297.4973
141721,2534.4878
233366,2385.4358
222869,3006.3489
215162,2366.8843
11086,2235.7048
117050,2426.247
145493,2401.5725
27020,2908.0286
185364,2113.8982
117557,2634.8374
94275,2660.6433
53813,2280.1672
189176,2154.4924
187980,2027.8206
218545,2824.4688
76128,2078.4177
90417,1969.8368
52596,1816.7521
73985,2129.3489
194722,2715.93
207995,3135.4102
106078,2375.0144
191593,2226.3767
75265,2636.506
250626,2410.004
91903,2417.5955
247276,2305.2598
16889,3482.4402
224256,2079.5515
108379,2900.1897
115513,2894.779
47323,2426.167
91456,2419.2039
39884,3172.2468
71103,2231.3772
20081,2038.1019
124153,2280.8499
160528,2783.5374
51835,2113.9446
129544,2867.6277
198549,2246.1025
227218,3803.3777
63722,3070.8394
132494,2308.6458
118316,3179.6936
154745,2260.3284
118609,1909.8307
83940,2617.9597
109093,2647.6677
129718,2096.4333
5764,2759.236
11555,2350.882
120451,2244.7197
236325,2498.9006
55151,2018.628
79507,2250.1907
50014,2018.463
215926,1790.735
65395,2830.862
8597,2339.195
54137,2050.7065
155322,2386.9023
14736,2369.0183
2016,2690.7793
144517,1779.048
40286,2410.7378
121173,1821.6974
89978,2566.662
251654,2420.8767
74666,2458.993
15061,2623.5544
71666,2021.903
224560,1937.2167
213452,2184.636
128100,2979.8936
239064,2147.4065
60253,2536.826
44185,3213.4897
70182,2428.3103
91779,2247.0088
103832,2334.5042
208090,2693.5688
245477,2046.8497
134418,2577.4124
216801,2483.1765
79954,2782.424
242779,2062.7449
69036,3014.2341
62454,2627.5881
72336,2567.3093
161713,1955.8215
72876,2770.3105
184165,2031.9805
76593,2288.8948
88606,2524.977
245506,2908.6182
187702,2182.6204
122125,2147.2068
229950,1989.7809
101267,2172.6257
151909,2489.116
36569,2205.624
186815,2034.8085
156008,2019.807
140098,2618.182
180334,3147.998
91787,3068.1565
223605,2781.8474
64867,3080.7317
236378,2768.87
70219,2462.0044
108701,1992.3973
110007,2849.5718
22647,3233.8855
89076,2790.0886
111629,2670.61
92688,2535.4734
228065,2825.4812
151223,2744.6135
106566,3014.0784
116854,2751.5344
103534,2632.8125
92210,2380.8645
203248,2692.677
198779,3135.028
202168,2012.0677
130722,1939.7231
18010,2136.2603
191548,2318.9739
211220,2346.146
85993,2601.701
218991,1977.8834
56518,2621.7903
242811,2325.9788
243897,2664.8132
170964,2719.293
172020,2105.9558
187487,3073.6726
37421,3106.2764
171428,2221.1262
82171,3186.571
181169,2863.7842
110543,2648.8862
186457,2978.194
239900,2026.0284
228001,2238.8118
148731,2873.727
140136,2687.04
223189,2583.5347
46245,2676.7244
108608,2410.156
240180,3200.764
173421,2098.9065
145652,2953.6355
154444,1995.9912
241150,2097.9595
15642,2004.7391
173258,2705.465
24116,1826.5094
110083,2715.2969
186090,2664.237
178231,2647.1345
149894,3458.6611
154936,1956.649
81378,2317.9397
204265,2117.5415
191804,3023.7634
176010,2387.2415
200704,1959.0863
61714,2817.2898
241646,2798.0024
195789,1779.101
236278,2367.0808
77917,2830.2957
136930,2977.967
33612,2123.2449
87288,2830.315
145688,2822.583
220595,2555.22
201378,1832.3158
73462,2307.943
134861,2570.9578
209173,2462.5442
127343,1992.1804
39058,3061.8262
82933,3056.7117
190057,2541.1057
67560,2032.1273
118538,2601.6838
108264,2455.0127
209557,2437.4607
98201,2215.5398
219038,2092.222
144467,2352.3376
213752,2340.335
165886,2847.8054
195658,2905.7957
191750,2505.499
15493,2134.2698
225007,2996.9636
214439,2168.662
73824,2479.1716
40250,2121.129
114904,2362.3093
68259,2877.6833
114100,2022.0482
31756,2048.3875
214659,3014.9048
213844,2151.3406
25591,2404.2605
41128,2008.393
39662,2647.925
210950,2601.9114
160766,2567.2415
16064,2334.006
197626,2532.6472
13065,1908.2202
103944,2573.2449
227161,2768.1843
51298,2339.992
120075,2414.6428
168844,2264.5256
110046,2303.0366
107462,2432.6577
210453,3129.5989
223264,2518.4211
220087,2886.6287
18025,2692.034
9373,2587.398
87291,3662.6013
33052,2402.7922
94818,2831.2197
134842,2384.7996
118308,2153.8494
236143,1724.3623
128847,2127.3447
130611,2528.1829
226496,2415.7874
169611,2154.2483
209418,3068.4636
192303,2875.7537
56072,2315.7283
29562,2075.9387
44183,3028.1648
8298,2313.1272
141322,2619.2075
94999,2948.6597
237278,2839.1924
94305,2656.8389
248228,2492.5574
176671,3453.9624
3226,2056.8625
18341,2476.3591
229498,2056.2683
40856,2679.8762
212949,2346.3445
203076,2215.4246
189579,2487.1567
74100,2129.7827
124857,2763.911
160859,2636.6753
119588,2822.7346
21857,1714.3434
38279,2379.6184
218046,2711.18
42064,2386.3982
104775,2699.3875
47872,2618.7156
140504,2611.988
182206,2665.9607
244381,2689.7976
193869,2442.4358
191346,2311.4092
113348,2267.717
234140,1793.3953
23347,2060.7993
70278,2224.4573
151419,2764.3508
3554,2402.1787
77121,2224.9976
126663,2852.24
99992,2212.8203
141138,2066.7036
71688,2289.1057
211049,2664.7837
120444,2250.0134
155206,2030.2994
138728,2615.012
95571,3005.0317
18338,2431.353
85957,2294.736
206242,2626.2136
71202,2477.9846
149395,3402.88
41335,2232.9578
215500,2223.7957
3169,2620.618
86923,2655.056
212975,3330.394
63213,2746.1643
31298,2434.0034
38695,2041.6664
62665,2537.2673
151066,2058.6514
97617,2372.9683
96568,2295.4023
146661,2744.9668
179251,2436.1726
228983,2781.5857
232367,2238.3176
143256,2618.6445
7597,2464.5535
186327,2794.305
143460,2048.3455
161009,2621.7249
75664,2321.985
135841,2635.8948
6235,3686.4338
157555,2251.8042
12706,2177.5388
165557,2531.8684
134552,2542.586
133983,2306.3157
164284,1812.0101
109042,1918.8868
81587,2226.9866
204221,2526.4446
78222,2386.1648
25153,2304.6917
159107,2674.5596
236983,2769.851
39854,2284.7664
84284,2477.39
9537,2291.265
133371,2533.1094
41948,2639.589
184870,2230.0872
92301,2435.0708
127159,2590.645
162886,2904.4014
160767,2470.423
85674,2593.6301
42690,2384.5864
193818,2158.6067
116919,2205.9348
174784,2126.5254
155826,2379.1238
133348,2376.964
223518,2087.8818
12818,2987.1252
218585,2436.7175
123076,2029.2999
210521,2358.0354
210404,2289.346
44568,2333.888
97321,2741.9756
61824,3024.1326
132913,2390.7834
161925,1856.1354
236241,2326.7766
232613,1631.5118
30906,1999.706
187867,2676.4978
631,2571.1882
77006,2353.5947
223554,2087.8494
138955,2560.6753
4904,2316.7332
208212,2149.6516
189272,1761.9908
248233,3015.913
10739,2494.322
188371,2819.624
66876,2285.8662
176934,2385.8816
159170,2132.779
46125,2556.867
174133,2355.8452
29292,2309.9075
47478,2825.8423
73035,2537.345
49747,2506.801
193414,2395.7253
54244,2644.4595
76627,2466.594
109552,2404.847
68869,2249.452
241888,2336.2395
78801,2265.9807
47679,2134.283
145272,2310.697
12891,2542.0278
7678,2857.8303
151184,2181.491
58518,2815.9954
77265,3287.9023
241165,2344.059
9338,2094.8142
98392,2823.5364
56103,2039.4442
204804,2513.717
57700,2076.596
113426,2058.974
81886,2832.7102
133056,2821.009
11949,2732.4316
182495,2556.883
217770,2320.4167
51264,2516.1821
102912,2576.4
196600,2109.66
78079,1926.7408
171438,1989.0193
109336,2096.1477
30693,2039.2703
18417,2524.763
245309,2635.9446
213507,2232.9314
35680,2767.5457
147461,2292.7263
154075,2394.1885
221979,2554.1135
126852,1951.763
91665,2286.8423
158247,2024.7684
138583,2195.8616
226519,1777.3668
193369,2723.3215
18552,2723.228
207311,2488.1091
64619,3352.5576
34669,2893.9343
49461,2143.3555
127570,2434.904
113398,2258.8708
56621,2843.674
135437,1893.4047
197442,1943.4948
147819,2752.695
72166,2100.589
113558,2357.565
158425,2295.552
1066,2220.8315
88780,2381.7708
242489,1912.5641
79651,2286.5762
17427,2234.9915
94139,1709.6908
100423,2560.783
39700,1978.2804
26287,2043.6437
231661,2480.5437
143731,2403.0876
100415,2532.3953
100153,2254.7078
91314,2616.9583
22359,2056.0552
200362,2328.0583
15651,2471.863
195197,2408.0823
114513,1672.6969
133641,2423.8906
20812,2298.4822
66098,1757.578
74020,2200.9182
177409,2886.471
56344,2689.2322
104625,2519.1372
228358,2575.3088
142090,2640.9465
96005,2156.9587
123536,1881.2943
138506,2480.0662
154707,3182.6965
145625,2168.0662
78460,2521.6472
44426,2145.0579
179462,1678.2611
87482,2338.9944
56807,1903.9626
94454,2378.847
78518,2138.7795
80705,2336.0164
134596,2381.7263
45082,2608.3657
166137,1819.4878
16652,2479.242
226542,2007.2684
29945,2420.0408
246781,2430.215
173253,3388.7566
251907,2110.527
245385,2612.943
67180,2336.5198
38660,1601.1301
207888,1921.5474
117843,2463.4253
204698,1672.7753
191436,3252.9543
32323,2186.4136
203620,2513.0735
73812,2624.6062
153396,1979.9889
164906,2695.6013
117449,1892.6542
139848,2229.3347
214077,1990.6053
242512,1802.8802
220198,2325.1306
125663,3291.3137
17928,2174.5276
114243,1918.4655
54327,1714.307
100732,3094.005
43784,2453.0354
30105,2219.4365
67823,2127.009
247366,2538.8726
201817,2096.6338
118828,2452.5398
214185,1863.2208
109265,2089.3528
207094,2119.632
2125,2655.791
72808,2289.9485
97396,2453.0718
212030,2503.81
109882,2492.4229
161131,2163.6526
230551,2626.2363
243568,2624.4797
101579,2272.594
155775,3115.5754
60295,2311.3462
215461,2190.2485
211986,2186.0112
170300,2011.67
112026,2224.2112
108772,2400.1921
42126,2021.4042
184954,1931.6454
226286,2063.4895
107022,1591.7633
33700,2403.5725
204635,2799.7888
102643,3054.4812
206458,1812.1044
87113,2649.8354
113315,1762.3942
190379,2200.159
125311,2339.9138
5140,2316.0786
19012,2358.5312
85490,1748.3529
87414,2091.9346
116136,2087.5256
32275,2597.7107
244484,1764.722
159815,1509.3187
39499,1708.5216
186003,1928.6803
128812,2164.7622
18122,1870.411
32758,2386.0044
115812,1672.3884
160977,2177.5479
179646,2123.8042
73753,2068.1367
156034,2066.8887
122241,2075.182
121377,2768.8147
200272,2113.843
24889,1854.7406
24460,2616.4458
18287,2680.8196
239615,2232.8254
57810,2083.3567
166221,1788.1842
52308,1606.0566
119808,1813.2751
56286,1790.2062
105345,2363.694
227877,1878.2711
155170,2192.447
16228,2019.3755
245334,2566.4229
69424,1583.3229
87437,2500.2725
64347,2655.9192
53143,1850.942
87064,1982.8131
154930,1781.0741
187496,3083.5308
88838,1937.1367
150663,2029.9587
59639,2952.2576
156423,2111.559
40227,2367.672
154371,2211.203
132876,1966.1659
63381,1789.8539
67540,2248.6125
224013,2120.4973
243149,2415.5076
219413,1881.4551
160500,1990.3837
26933,1763.8273
48696,1762.673
924,2228.954
131224,2128.8967
113271,1977.3763
214946,1998.0975
131724,1813.9675
66166,2402.115
239873,1867.0402
162231,2062.9192
184088,2288.2283
157173,2037.3307
46402,2103.8308
36431,2206.466
69811,1983.142
166278,1747.0558
26782,1672.2313
104215,2039.1473
94246,2272.6736
110582,2599.1118
231558,2775.694
17591,2142.3977
106488,1994.2115
18550,2014.1552
30516,1767.476
67281,2019.527
2321,2173.36
90315,1850.7386
166224,1964.1562
222992,1980.2689
109181,1948.4618
62216,2221.788
57664,2006.4774
128958,2508.635
13287,2239.8728
186220,2216.8215
80133,1640.1339
55226,2146.9954
179516,1723.7759
154404,2405.6125
21252,1973.7357
251504,2088.5857
157263,2070.6096
116561,2670.5535
157971,2008.7115
209791,2309.2002
18477,2179.9646
125962,2011.6619
210277,1961.0103
187340,2057.925
70238,2610.8083
174666,1667.5482
164439,2195.2183
80130,2450.9355
168232,1912.0375
241798,2697.6218
161265,2655.1057
137206,2586.3894
83947,2419.39
141646,2068.1545
78682,2518.9226
216934,1896.6986
37427,1970.8809
244593,2445.6511
217135,2004.6952
18927,2023.2355
218679,2130.4087
